Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
HONS,3199,HN4,4,6,4,,,,,,,,,,,,,,,1,"Wilson, Michael",,,,,
HONS,3199,HN5,,9,,,,,,,,,,,,,,,1,0,"Knight, Kim A",,,,,
HONS,3199,HN7,,11,,1,,,,,,,,,,,,,,1,"Murphy, Jessica C",,,,,
HONS,3199,HN8,1,10,1,,,,,1,,,,,1,,,,,1,"Llamas Rodriguez, Juan A",,,,,
HONS,3199,HN9,13,,,,,,,,,,,,,,,,,0,"Scotch, Richard",,,,,
HUMA,1301,HN1,,22,2,,,,,,,,,,1,,,,,0,"Towner, Theresa",,,,,
HUMA,3351,001,6,12,,3,1,,,,,,,,1,,,,,0,"Anjum, Zafar",,,,,
IMS,3310,001,35,2,6,4,6,3,1,4,1,3,,3,15,,,,1,0,"Carraher, Shawn M","Hanifiafshar, Sharmin","Lin, Zhiang",,,
IMS,3310,002,2,6,5,14,12,3,4,1,,1,,,,,,,,0,"Woldu, Habte G","Alborz, Ethan",,,,
IMS,3310,003,22,23,7,5,,2,,,,,,,,,,,,0,"Wang, Jiyu",,,,,
IMS,3310,004,30,6,,6,6,8,4,3,,3,3,1,14,,,,,1,"Carraher, Shawn M","Hanifiafshar, Sharmin","Lin, Zhiang",,,
IMS,3310,005,,6,3,11,18,7,9,,1,,,,,,,,4,1,"Qian, Cuili","Yeo, Yundong","Garg, Suyash",,,
IMS,3310,006,,1,6,4,4,7,2,5,1,2,,2,,,,,,1,"Kwon, Jung Hyun",,,,,
IMS,3310,007,,9,9,4,9,7,3,2,1,1,,,1,,,,,2,"Liu, Yu",,,,,
IMS,3310,008,,10,7,9,7,3,4,1,2,,1,,3,,,,,1,"Zydorek, Hubert","Somashekaraiah Prasadaswamy, Priya","Motwani, Harsha Prabhu",,,
IMS,3310,009,,10,4,8,20,10,1,3,,,,,,,,,3,1,"Qian, Cuili","Yeo, Yundong","Garg, Suyash",,,
IMS,3310,010,6,5,1,,,1,,,,,,,2,,,,,4,"Levine, Sheen S","Garg, Suyash",,,,
IMS,3310,013,,4,14,9,15,8,8,1,,,,,,,,,,0,"Tsang, Wing K","Li, Jianan",,,,
IMS,3310,501,37,5,1,2,5,5,1,1,2,,1,2,13,,,,1,3,"Carraher, Shawn M","Hanifiafshar, Sharmin","Lin, Zhiang",,,
IMS,3310,503,,2,5,12,7,13,3,1,2,1,,,2,,,,,0,"Tsang, Wing K","Li, Jianan",,,,
IMS,4330,001,,5,6,4,7,2,5,6,,,,,2,,,,1,0,"Zydorek, Hubert","Motwani, Harsha Prabhu","Somashekaraiah Prasadaswamy, Priya",,,
IMS,4335,501,4,14,17,19,19,9,5,4,1,,2,,3,,,,,3,"Wright, Robert G","Kunchala, Venkata Sai Anuraag",,,,
IMS,4373,501,,34,8,2,2,,,1,,,,,,,,,,0,"Zydorek, Hubert","Motwani, Harsha Prabhu","Somashekaraiah Prasadaswamy, Priya",,,
IMS,6254,XS1,,25,2,1,,,,,,,,,,,,,,0,"Foster Brady, Pamela",,,,,
IMS,6304,0W1,,7,24,13,9,,1,,,,,,,,,,,0,"Woldu, Habte G","Alborz, Ethan",,,,
IMS,6304,501,,8,18,10,7,2,1,,,,,,,,,,,4,"Woldu, Habte G","Alborz, Ethan",,,,
IMS,6304,XS1,,9,6,4,,,,,,,,,,,,,,0,"Kiser, Stephen L",,,,,
IMS,6345,GW1,,2,9,9,8,3,,,,,,,,,,,,1,"Solomon, Lawrence N",,,,,
IMS,6365,0W1,,13,14,12,15,4,1,1,,,,,,,,,,0,"Woldu, Habte G","Saxena, Rupali",,,,
IPEC,4309,001,,2,2,2,5,2,4,1,1,,1,,1,,,,,2,"Fass, Simon","Minoura, Haruna",,,,
IPEC,4396,001,1,10,16,2,1,,,,,,,,,,,,,0,"Hanson-Defusco, Jessica",,,,,
ISAH,2130,001,5,5,,,1,,,,,,,,1,,,1,,1,"Krawietz, Paul",,,,,
ISAH,2188,101,2,5,,1,2,,,,,,,,1,,,,,0,"Taylor, Sydney",,,,,
ISIS,3312,001,,5,,,5,3,,2,5,,2,2,1,,,,,1,"Wissinger, Tonja",,,,,
ISIS,3335,0W1,2,5,11,6,,2,2,2,1,,,,1,,,,,0,"Rosa, Jonathan",,,,,
ISIS,4303,001,,5,6,5,3,,,,,,,,3,,,,,1,"Werhnyak, Larissa",,,,,
ISIS,4310,001,14,2,11,1,1,,,,,,,,,,,,,1,"Aubrey, Lea E",,,,,
ISNS,2359,001,1,6,18,18,11,1,4,6,2,1,1,1,8,,,,,0,"Griffin, William R","Akatakpo, Solomon O",,,,
ISNS,2359,0W1,157,53,11,8,10,5,3,4,2,,,2,1,,,,,1,"Pujana, Ignacio","Griffin, William R","Chen, Yu",,,
ISNS,2359,0W2,115,47,29,9,19,11,3,2,4,1,2,1,7,,,,,6,"Pujana, Ignacio","Griffin, William R",,,,
ISNS,2366,001,1,3,4,1,1,4,4,3,1,,2,,3,,,,,1,"McCauley, Steven",,,,,
ISNS,2367,0W1,58,133,42,13,17,10,3,6,11,,,,2,,,,,4,"Pujana, Ignacio","Lee, Jaewook",,,,
ISNS,2367,0W2,58,125,34,14,23,10,1,7,5,3,2,,10,,,,,5,"Pujana, Ignacio","Lee, Jaewook",,,,
ISNS,2368,001,6,12,6,6,7,4,3,3,2,3,2,,4,,,,,2,"McCauley, Steven","Bowler, Melanie H",,,,
ISNS,3373,001,4,6,6,6,7,4,4,4,,1,,1,4,,,,,0,"Khan, Amena","Chinthak Murali, .",,,,
ITSS,3300,001,2,17,24,5,2,5,3,3,,,,,2,,,,,1,"Bodeker, Alison J","Butt, Saad A",,,,
ITSS,3300,002,,7,7,13,10,6,3,2,1,1,1,2,1,,,,,5,"Shrivastava, Prakash C","Sharma, Nitika",,,,
ITSS,3300,003,5,5,8,7,12,9,1,6,3,2,,,2,,,,,0,"Young, John G","Patil, Swachchhanda B",,,,
ITSS,3300,004,,5,7,21,12,5,1,1,,,2,1,3,,,,,4,"Shrivastava, Prakash C","Sharma, Nitika",,,,
ITSS,3300,006,1,5,7,14,15,5,11,1,1,,,1,1,,,,,3,"Thompson, Norman","Sharma, Rohan",,,,
ITSS,3300,007,,25,,7,11,7,5,6,,,,1,1,,,,,0,"Bose, Ranavir","Agarwal, Hardik S",,,,
ITSS,3300,010,,20,9,5,7,5,7,7,1,,2,,,,,,,1,"Stephens, Timothy G","Kavadihalli Shubhamurthy, Shreyas",,,,
ITSS,3300,011,1,15,16,12,9,2,4,2,,1,1,,,,,,,0,"Thompson, Norman","Sharma, Rohan",,,,
ITSS,3300,0E1,,12,2,5,3,1,1,3,1,,3,1,7,,,,,1,"Owens, Sean M","Cai, Shuzhang",,,,
ITSS,3300,502,1,8,24,5,5,5,3,2,1,3,,1,2,,,,,0,"Bodeker, Alison J","Cai, Shuzhang",,,,
ITSS,3300,503,,9,8,12,10,11,2,4,3,,1,,4,,,,,0,"Hansen, Atanas Y","Patel, Hanisha",,,,
ITSS,3300,504,3,7,5,8,15,7,7,2,1,1,1,,3,,,,,0,"Young, John G","Patil, Swachchhanda B",,,,
ITSS,3300,HON,3,35,11,10,7,4,2,1,,,,,,,,,,0,"Stephens, Timothy G","Kumar, Raj","Sharma, Rohan",,,
ITSS,3311,001,5,7,5,10,22,5,,,,,,4,,,,,,1,"Xie, Si",,,,,
ITSS,3311,002,19,17,11,6,,2,2,,,,2,1,1,,,,,1,"Zhang, Haozhao",,,,,
ITSS,3311,003,,10,9,13,4,4,5,12,,,,,1,,,,,2,"Short, Kevin P","Anjum, Nobila",,,,
ITSS,3311,0W1,,11,8,2,10,3,4,13,,,,,3,,1,,1,3,"Short, Kevin P","Anjum, Nobila",,,,
ITSS,3312,001,7,35,7,5,2,1,1,,,1,,,1,,,,,0,"Luo, Ning",,,,,
ITSS,3312,501,9,23,4,8,6,,,,,,,,,,,,,2,"Zhao, Zehan",,,,,
ITSS,3390,001,,12,23,10,7,1,1,2,1,,,,1,,,,,0,"Arora, Vivek",,,,,
ITSS,4300,001,1,4,5,9,14,12,8,2,1,1,1,1,,,,,,1,"Pathak, Jogen K","Patil, Swachchhanda B",,,,
ITSS,4300,0W1,,14,7,6,8,5,2,,1,,1,1,1,,,,,2,"Owens, Dawn M","Patel, Hanisha",,,,
ITSS,4300,501,,13,11,10,6,3,3,4,1,1,1,,6,,,,,1,"Perry, Christopher M","Patil, Swachchhanda B",,,,
ITSS,4301,001,1,6,6,2,4,1,1,,2,,,,,,,,,0,"Hagen, John C","Raghunathan, Prakash",,,,
ITSS,4330,001,6,7,13,7,5,5,,1,1,,,,1,,,,,2,"Narasimhan, Prithi","Bonam, Sindhuri",,,,
ITSS,4330,002,3,6,15,15,9,4,4,1,,1,,,,,,,,1,"Narasimhan, Prithi","Bonam, Sindhuri",,,,
ITSS,4330,501,1,1,1,3,3,4,1,2,,1,,,7,,,,,2,"Narasimhan, Prithi","Bonam, Sindhuri",,,,
ITSS,4340,001,,29,5,1,6,2,,2,1,1,,,,,,,,1,"Thompson, Luell O","Atukuri, Mani Deep",,,,
ITSS,4343,001,,,,5,5,3,2,2,1,,4,,,,,,,1,"Subramoniam, Ramesh","Selukar, Sarang R",,,,
ITSS,4351,001,,39,5,7,4,1,1,,,1,,,1,,,,,1,"Shekhar, Gaurav","Sharma, Nitika",,,,
ITSS,4351,002,4,17,7,12,4,3,2,1,1,,,,,,,,,0,"Baig, Juveria I","Deshpande, Aditi Rajesh",,,,
ITSS,4351,501,18,23,6,3,3,,,,,,,,1,,,,,0,"Culver, Timothy L","Deshpande, Aditi Rajesh",,,,
ITSS,4352,001,26,12,11,4,2,4,,,,,,,,,,,,1,"Neal, Angela A","Gupta, Dhruv S",,,,
ITSS,4352,002,8,13,19,5,7,2,3,3,,,,,,,,,,0,"Neal, Angela A","Gupta, Dhruv S",,,,
ITSS,4353,001,,9,9,12,8,8,4,2,3,,1,1,1,,,,,1,"Shrivastava, Prakash C","Sheth, Umang",,,,
ITSS,4354,001,11,3,4,8,4,2,2,1,1,2,,,1,,,,,1,"Bradbury, Judd D","Khanolkar, Apurva D",,,,
ITSS,4360,001,2,9,13,8,6,7,7,5,1,,,1,1,,,,,0,"Khan, Taimur A","Das, Sagnik",,,,
ITSS,4360,501,1,9,13,11,12,4,5,3,,,,,2,,,,,0,"Thirumalai, Nambi","Das, Sagnik",,,,
ITSS,4362,501,4,11,9,4,14,9,2,1,2,,,,,,,,,1,"Khan, Taimur A","Atukuri, Mani Deep",,,,
ITSS,4370,0W1,5,14,32,,,,,,,,,,,,,,,0,"Majumdar, Sumit K","Paigude, Asawari S",,,,
ITSS,4370,0W2,,21,8,17,3,,,,,,,,,,,,,1,"Majumdar, Sumit K","Paigude, Asawari S",,,,
ITSS,4370,501,1,6,6,7,8,7,3,2,2,1,,,3,,,,,1,"Hefley, William E","Agarwal, Hardik S",,,,
ITSS,4371,001,8,8,11,9,12,4,,5,,,,,,,,,,1,"Calisir, Engin","Kansagra, Prince L",,,,
ITSS,4380,001,,22,7,3,3,1,1,2,1,,3,,,,,,,1,"Owens, Dawn M","Patel, Hanisha",,,,
ITSS,4381,501,8,5,5,11,6,8,,,,,,,1,,,,,1,"Tang, Shaojie","Kunder, Neema B",,,,
ITSS,4382,001,2,2,4,3,5,2,,,,,,,,,,,,0,"Tang, Shaojie","Kunder, Neema B",,,,
ITSS,4395,001,,23,12,9,2,,3,,1,,,,,,,,,0,"Owens, Dawn M",,,,,
ITSS,4395,002,,15,11,6,7,5,,2,,1,,,,,,,,1,"Owens, Dawn M",,,,,
ITSS,4V95,001,,7,11,9,8,9,,2,1,1,,,1,,,,,0,"Pandian, Thiru","Das, Sagnik",,,,
JAPN,1311,001,7,6,,,1,1,,1,,,,,2,,,,,1,"Hoki, Chieko",,,,,
JAPN,1312,001,,4,1,2,4,,1,,1,,,,1,,,,,0,"Evans, Leonard W",,,,,
JAPN,1312,002,2,2,3,3,2,,,,,,,,,,,,,0,"Evans, Leonard W",,,,,
JAPN,2311,001,1,4,4,2,,,,,1,,,,,,,,,0,"Hoki, Chieko",,,,,
JAPN,2312,001,1,3,2,,1,1,1,,,,,,1,,,,,1,"Hoki, Chieko",,,,,
JAPN,3312,001,1,3,3,1,,1,,,1,,,,1,,,,,0,"Hoki, Chieko",,,,,
KORE,1311,001,9,8,4,,4,2,,,,,,,,,,,,3,"Kim, Jai Eun",,,,,
KORE,1312,001,3,1,6,,,,,1,,,,,,,,,,0,"Jeong, Hyejeong",,,,,
LIT,1301,001,48,14,4,13,10,6,2,1,2,1,,,1,,,,,2,"Ingrao, Peter J","Hamzeh, Fatemeh","Abraham, Syra G",,,
LIT,1301,002,48,11,11,21,12,6,6,2,1,1,,,1,,,,,0,"Ingrao, Peter J","Hamzeh, Fatemeh","Abraham, Syra G",,,
LIT,2320,001,4,5,4,1,1,,,1,,,,,,,,,,1,"Brewer, Kenneth L",,,,,
LIT,2331,001,2,4,3,1,4,1,6,2,2,1,1,,6,,,,,1,"He, Tong",,,,,
LIT,2331,002,30,1,,,,,,,,1,,,1,,,,,2,"Howard Cuadros, Esther W",,,,,
LIT,2331,003,2,26,4,1,,,,,,,,,1,,,,,0,"Johnson, Kevin W",,,,,
LIT,2331,004,14,11,4,1,,1,,,,,,,2,,,,,1,"Almuthaybiri, Abdulaziz",,,,,
LIT,2331,501,16,3,6,,,,,,,,,,6,,,,,3,"Griffin, Janna L",,,,,
LIT,2350,001,,5,1,2,,1,,1,1,,,,1,,,,,0,"Cotter, Sean J",,,,,
LIT,2350,501,,2,3,,3,1,2,,,,,,3,,,,,0,"Hatfield, Charles D",,,,,
LIT,3300,001,3,2,6,,,,,,1,1,,,1,,,,,0,"Riley, Kristin N",,,,,
LIT,3300,501,1,9,,1,1,,,,,1,,,,,,,,1,"Kratz, Dennis M",,,,,
LIT,3316,001,5,25,19,12,13,4,1,2,,1,1,,4,,,,,3,"Gossin, Pamela","Hairston, Marc R",,,,
LIT,3317,501,18,16,8,9,4,6,2,3,,,,,10,,,,,3,"Starnaman, Sabrina","D'Monte, Nikita",,,,
LIT,3319,001,2,5,3,3,1,,,,,,,,,,,,,1,"Hatfield, Charles D",,,,,
LIT,3319,002,,7,1,1,3,,,,,,,,3,,,,,0,"Greer, Erin",,,,,
LIT,3319,003,7,3,2,,,,,1,,,,,,,,,,0,"Ingrao, Peter J",,,,,
LIT,3330,001,1,6,6,2,1,1,,2,,,,,1,,,,,1,"Mastromartino, Alexandra",,,,,
LIT,3337,001,,3,4,2,,,,,,,,,1,,,,,0,"Greer, Erin",,,,,
LIT,3337,501,1,1,2,1,2,1,,,,,,,,,,,1,1,"Stone, Nomi",,,,,
LIT,3338,001,,8,2,,,,,,,,,,,,,,,0,"Brewer, Kenneth L",,,,,
LIT,3339,001,,5,1,,4,2,1,,,,,,,,,,,2,"Smith-Brecheisen, Davis",,,,,
LIT,4329,001,,10,,,2,,,,,,,,,,,,,1,"Patterson, David",,,,,
LIT,4329,002,,11,1,,2,,,,,,,,1,,,,,0,"Towner, Theresa",,,,,
LIT,4390,001,1,10,,,,,,,,,,,,,,,,0,"Brewer, Kenneth L",,,,,
LIT,6300,001,,3,7,,3,1,,1,,,,,,,,,,0,"Barnes, Ashley",,,,,
LIT,6315,001,,2,6,3,,,,,,,,,,,,,,0,"Gu, Ming D",,,,,
LIT,6320,001,,8,4,,,,,,,,,,,,,,,0,"Stone, Nomi",,,,,
LIT,6321,501,,11,,1,,,,,,,,,,,,,,0,"Martinez, Manuel L",,,,,
LIT,6371,001,,5,3,1,,,1,,,,,,,,,,,0,"Gossin, Pamela",,,,,
LIT,6372,501,,3,2,2,1,,,,,,,,1,,,,1,0,"Smith, Erin",,,,,
LIT,7300,501,,8,,3,4,2,,1,,,,,,,,,,0,"Prieto, Rene",,,,,
MAS,6102,003,,,,,,,,,,,,,1,75,,,,1,"Wilkerson, Cassandra","Johnson, Neil","Raju, Bharath",,,
MAS,6102,051,,,,,,,,,,,,,,79,,,,1,"Crosslin, Lisa K","Wilkerson, Cassandra","Modi, Vandit",,,
MAS,6102,052,,,,,,,,,,,,,,79,,,,0,"Cirilo, Jason M","Johnson, Neil","Modi, Vandit",,,
MAS,6102,053,,,,,,,,,,,,,,79,,,,0,"Johnson, Neil","Hunter, Fiona","Raju, Bharath",,,
MAS,6102,054,,,,,,,,,,,,,,43,,,,0,"Jones, Royce E","Crosslin, Lisa K","McClellan, Stephanie S",,,
MAS,6102,055,,,,,,,,,,,,,,79,,,,0,"Wilkerson, Cassandra","Johnson, Neil","McClellan, Stephanie S",,,
MAS,6102,091,,,,,,,,,,,,,3,60,,,,0,"Crosslin, Lisa K","Wilkerson, Cassandra",,,,
MAS,6102,092,,,,,,,,,,,,,7,70,,,,2,"Cirilo, Jason M","Johnson, Neil","Modi, Vandit",,,
MAS,6102,SW1,,,,,,,,,,,,,1,35,,,,2,"Powell, Monica S","Kim, Tommy C",,,,
MAS,6105,0W1,,,,,,,,,,,,,1,16,,,,0,"Smallwood, Margaret G","Ciovacco, Marisol A",,,,
MATH,1306,001,4,2,4,7,2,,2,2,1,,,,,,,,,2,"Sutton, Julie","Smith, Luke",,,,
MATH,1306,002,6,6,10,3,,,1,1,,,,,2,,,,,0,"Sutton, Julie","Smith, Luke",,,,
MATH,1314,001,2,2,5,4,1,4,4,4,3,1,,1,8,,,,,1,"Alvarado, Iris",,,,,
MATH,1314,002,1,1,5,2,1,4,8,1,,2,1,1,9,,,,,3,"Alvarado, Iris",,,,,
MATH,1314,003,2,1,2,1,2,4,3,6,1,1,2,4,7,,,,,4,"Martynova, Irina","Smith, Luke",,,,
MATH,1316,001,4,1,4,4,4,,1,2,4,2,,,2,,,,,2,"Sutton, Julie","Gaang, Hyunjoong",,,,
MATH,1316,002,4,6,3,4,3,,1,3,4,2,,1,3,,,,,4,"Sutton, Julie","Gaang, Hyunjoong",,,,
MATH,1325,001,4,5,1,6,4,2,5,6,1,3,,3,5,,,,,5,"Mussa, Derege",,,,,
MATH,1325,002,7,14,4,6,4,1,3,3,1,,,,3,,,,,2,"Patel, Jigarkumar S",,,,,
MATH,1325,003,2,6,5,5,7,2,1,4,1,3,1,1,8,,,,1,3,"Kehoe, Joselle",,,,,
MATH,1325,005,6,9,5,4,4,3,3,6,,2,1,,1,,,,,4,"Patel, Jigarkumar S",,,,,
MATH,1325,006,2,6,4,4,6,4,2,3,2,4,2,2,7,,,,,2,"Stanford, Paul H",,,,,
MATH,1325,007,1,7,8,4,8,1,3,4,,5,2,1,3,,,,,1,"Stanford, Paul H",,,,,
MATH,1325,501,2,4,6,4,7,4,3,5,2,1,2,,3,,,,1,4,"Kehoe, Joselle",,,,,
MATH,1326,001,8,4,,,4,2,1,5,5,3,2,1,2,,,,,2,"Foley, Manjula",,,,,
MATH,1326,002,5,4,3,3,4,2,1,2,6,2,1,3,1,,,,,3,"Sultana, Nasrin",,,,,
MATH,1326,003,4,3,1,,4,4,,2,5,2,2,,5,,,,,8,"Foley, Manjula",,,,,
MATH,1326,004,16,2,2,3,1,1,3,2,2,1,2,1,1,,,,,3,"Makhijani, Neha",,,,,
MATH,1326,005,8,4,2,3,2,2,2,3,5,,1,,2,,,,,6,"Foley, Manjula",,,,,
MATH,1326,006,11,1,1,3,4,4,1,3,3,2,,,3,,,,,4,"Makhijani, Neha",,,,,
MATH,1326,007,5,4,3,1,4,4,,3,5,3,1,2,4,,,,,1,"Kehoe, Joselle",,,,,
MATH,1326,008,1,,1,2,,2,1,4,2,,,1,7,,,,,2,"Sultana, Nasrin",,,,,
MATH,1326,009,8,3,1,1,,2,2,4,3,3,,1,6,,,,,4,"Mussa, Derege",,,,,
MATH,1326,011,3,4,3,3,2,1,3,5,6,2,1,1,1,,,,1,4,"Kehoe, Joselle",,,,,
MATH,1326,501,4,4,1,1,3,1,,3,2,2,,1,4,,,,,13,"Sauter, Alan D",,,,,
MATH,2306,001,4,,1,,1,1,2,,,1,,,2,,,,,2,"Whalen, Tristan G",,,,,
MATH,2312,001,,2,2,4,3,3,,6,7,2,3,2,5,,,,,1,"Martynova, Irina","Gettemy, Aidan R",,,,
MATH,2312,002,1,2,2,,4,4,1,5,1,1,2,1,13,,,,,2,"Martynova, Irina","Zhou, Dilong",,,,
MATH,2312,003,,,4,2,6,5,5,7,2,2,2,2,3,,,,,0,"Martynova, Irina","Zhang, Kan",,,,
MATH,2370,001,4,2,1,1,1,1,,,1,,,1,5,,,,,0,"Garrett, Bentley T","Rajapaksha, Lashika N",,,,
MATH,2370,002,4,3,1,3,1,,2,2,1,,1,1,,,,,,1,"Garrett, Bentley T","Fatema, Saba",,,,
MATH,2413,001,1,1,1,2,4,4,3,1,9,,1,2,8,,,,,3,"Duruoha, Adannah",,,,,
MATH,2413,002,2,,3,6,4,4,2,5,4,1,1,,8,,,,,0,"Nguyen, Mylinh T",,,,,
MATH,2413,003,1,3,,4,3,8,2,3,4,1,1,2,6,,,,,1,"Akbar, Mohammad M",,,,,
MATH,2413,004,4,2,4,6,3,2,2,3,6,2,1,,2,,,,,1,"Dabkowski, Mieczyslaw K",,,,,
MATH,2413,006,1,,3,7,2,4,3,1,8,1,2,,5,,,,,3,"Cao, Yan",,,,,
MATH,2413,007,,,2,,1,1,4,3,4,2,,1,5,,,,,2,"Liu, Runzhou",,,,,
MATH,2413,008,,2,1,3,1,2,4,5,,1,1,1,9,,,,,1,"Liu, Runzhou",,,,,
MATH,2413,009,,1,1,2,5,3,2,3,6,1,1,1,11,,,,,2,"Mussa, Derege",,,,,
MATH,2413,010,,,1,3,4,4,4,3,2,2,2,2,11,,,,,1,"Mussa, Derege",,,,,
MATH,2413,011,,,,4,2,3,6,3,5,1,1,4,10,,,,,0,"Liu, Runzhou",,,,,
MATH,2413,012,,2,1,1,1,1,5,3,2,1,3,1,11,,,,,3,"Liu, Runzhou",,,,,
MATH,2414,001,1,2,6,3,3,4,2,2,3,1,,3,10,,,,,4,"Ding, Hui",,,,,
MATH,2414,002,2,4,1,2,3,2,4,4,2,1,3,1,12,,,,,2,"Miller, James W",,,,,
MATH,2414,003,3,8,3,2,7,2,3,4,2,1,4,1,4,,,,,0,"Nguyen, Mylinh T",,,,,
MATH,2414,004,3,5,4,7,3,2,2,3,2,1,,,7,,,,,3,"Nguyen, Mylinh T",,,,,
MATH,2414,005,,3,2,3,7,2,3,1,4,5,3,,11,,,,,0,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,2414,006,3,3,4,3,4,2,4,1,1,1,1,3,4,,,,,2,"Ding, Hui",,,,,
MATH,2414,007,4,7,,4,6,6,3,,,,1,1,9,,,,,3,"Aman, Kelly",,,,,
MATH,2414,008,8,11,2,2,8,3,3,2,3,,,,,,,,1,1,"Duruoha, Adannah",,,,,
MATH,2414,009,5,9,4,2,5,4,1,4,1,,2,3,4,,,,,0,"Duruoha, Adannah",,,,,
MATH,2414,010,7,2,4,4,5,2,3,3,4,,1,1,3,,,,,4,"Duruoha, Adannah",,,,,
MATH,2414,011,2,1,3,,2,,3,2,5,2,,,6,,,,,4,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,2414,012,2,3,3,1,3,1,4,2,2,,2,2,5,,,,,4,"Alvarado, Iris",,,,,
MATH,2414,013,1,2,1,1,1,2,,1,2,,1,3,8,,,,,1,"Khoury, Raja N",,,,,
MATH,2414,015,6,9,1,5,1,3,2,5,2,2,1,,7,,,,,0,"Aman, Kelly",,,,,
MATH,2414,016,3,4,4,4,5,2,4,3,3,2,1,,6,,,,,2,"Aman, Kelly",,,,,
MATH,2414,017,5,8,5,5,2,5,3,3,1,,1,,6,,,,,0,"Tran, Anh T",,,,,
MATH,2414,018,2,3,,1,2,1,4,1,2,1,,,6,,,,,0,"Khoury, Raja N",,,,,
MATH,2414,019,3,2,2,1,4,2,3,4,3,,2,3,12,,,,,2,"Miller, James W",,,,,
MATH,2414,021,4,4,4,3,3,3,2,4,4,2,1,1,7,,,,,2,"Alvarado, Iris",,,,,
MATH,2414,022,,1,5,4,2,4,4,3,3,1,1,2,7,,,,,4,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,2414,023,1,6,1,2,6,1,3,2,1,1,5,1,5,,,,,1,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,2415,001,1,3,2,5,2,1,3,4,1,,3,,6,,,,,1,"Eydelzon, Anatoly",,,,,
MATH,2415,002,4,4,9,5,8,5,7,1,4,4,5,2,5,,,,,4,"Coskunuzer, Baris",,,,,
MATH,2415,003,1,6,5,6,3,3,2,2,2,3,1,,6,,,,,2,"Eydelzon, Anatoly",,,,,
MATH,2415,004,,2,1,1,3,1,1,,1,,,1,1,,,,,1,"Eydelzon, Anatoly",,,,,
MATH,2417,001,2,2,1,2,1,4,2,4,3,1,2,1,6,,,,,3,"Dahal, Rabin",,,,,
MATH,2417,002,3,1,1,,1,3,1,7,3,,,3,6,,,,,4,"Sultana, Nasrin",,,,,
MATH,2417,003,2,,,3,1,5,1,2,5,1,1,1,6,,,,,2,"Sultana, Nasrin",,,,,
MATH,2417,004,4,1,,5,,4,1,4,1,3,,1,7,,,,,3,"Dahal, Rabin",,,,,
MATH,2418,001,14,7,4,2,3,1,4,1,6,,2,1,10,,,,,2,"Adabrah, Anani Komla",,,,,
MATH,2418,002,13,2,5,2,4,2,3,3,7,1,,3,,,,,,3,"Adabrah, Anani Komla",,,,,
MATH,2418,004,14,7,5,4,3,1,1,4,3,1,,1,3,,,,,2,"Adabrah, Anani Komla",,,,,
MATH,2418,005,5,3,2,2,3,4,1,4,3,1,1,2,14,,,,,4,"Pereira, Luis Felipe F",,,,,
MATH,2418,006,8,6,2,3,5,3,3,6,3,1,2,5,6,,,,,3,"Ding, Hui",,,,,
MATH,2418,007,17,5,7,2,2,3,1,3,5,,1,,,,,,,2,"Adabrah, Anani Komla",,,,,
MATH,2418,008,14,9,3,4,5,5,1,4,4,,,,7,,,,,3,"Paudel, Ajaya B",,,,,
MATH,2418,009,6,2,2,4,4,3,5,,3,,2,4,10,,,,,3,"Ding, Hui",,,,,
MATH,2418,501,3,1,3,,,,1,1,,,,,1,,,,,2,"Pereira, Luis Felipe F",,,,,
MATH,2418,502,9,7,4,5,6,3,3,4,3,,,2,7,,,,,6,"Paudel, Ajaya B",,,,,
MATH,2418,HN1,9,7,3,1,,,,,,,,,3,,,,,0,"Ramakrishna, Viswanath","Rawat, Richa",,,,
MATH,2419,001,1,3,6,4,1,2,,1,4,4,,,3,,,,,3,"Patel, Jigarkumar S",,,,,
MATH,2419,002,,5,1,1,3,2,5,1,,2,,1,6,,,,,1,"Ahsan, Mohammad K",,,,,
MATH,2419,003,1,2,4,1,4,4,3,4,1,2,,,5,,,,1,0,"Ahsan, Mohammad K",,,,,
MATH,2419,004,1,4,4,1,4,6,5,,4,1,2,1,5,,,,,2,"Williams, Nathan",,,,,
MATH,2419,005,1,3,4,2,1,6,,1,1,1,1,1,2,,,,,0,"Ahsan, Mohammad K",,,,,
MATH,2419,006,1,,1,1,4,,1,3,3,,,1,7,,,,,0,"Ahsan, Mohammad K",,,,,
MATH,2419,HN1,1,1,,1,3,1,1,1,1,,,,,,,,,0,"Arnold, Maxim","Gettemy, Aidan R",,,,
MATH,2420,001,3,1,4,4,3,1,1,2,1,,7,,,,,,,1,"Paudel, Ajaya B",,,,,
MATH,2420,002,2,2,5,1,1,7,2,1,5,,8,,,,,,,4,"Paudel, Ajaya B",,,,,
MATH,2420,003,4,1,3,2,6,5,5,4,5,,7,,,,,,,5,"Balanov, Zalman",,,,,
